"category","hist_proj","year","use_cat","fund_type","amount"
"NonDurable_Medical_Products","Historical",1971,"Y","total",3470
"NonDurable_Medical_Products","Historical",1972,"Y","total",3672
"NonDurable_Medical_Products","Historical",1973,"Y","total",3983
"NonDurable_Medical_Products","Historical",1974,"Y","total",4491
"NonDurable_Medical_Products","Historical",1975,"Y","total",4949
"NonDurable_Medical_Products","Historical",1976,"Y","total",5433
"NonDurable_Medical_Products","Historical",1977,"Y","total",6083
"NonDurable_Medical_Products","Historical",1978,"Y","total",7137
"NonDurable_Medical_Products","Historical",1979,"Y","total",8450
"NonDurable_Medical_Products","Historical",1980,"Y","total",9801
"NonDurable_Medical_Products","Historical",1981,"Y","total",11296
"NonDurable_Medical_Products","Historical",1982,"Y","total",12581
"NonDurable_Medical_Products","Historical",1983,"Y","total",13755
"NonDurable_Medical_Products","Historical",1984,"Y","total",14976
"NonDurable_Medical_Products","Historical",1985,"Y","total",15955
"NonDurable_Medical_Products","Historical",1986,"Y","total",17063
"NonDurable_Medical_Products","Historical",1987,"Y","total",18265
"NonDurable_Medical_Products","Historical",1988,"Y","total",19376
"NonDurable_Medical_Products","Historical",1989,"Y","total",20819
"NonDurable_Medical_Products","Historical",1990,"Y","total",22446
"NonDurable_Medical_Products","Historical",1991,"Y","total",23247
"NonDurable_Medical_Products","Historical",1992,"Y","total",23213
"NonDurable_Medical_Products","Historical",1993,"Y","total",23742
"NonDurable_Medical_Products","Historical",1994,"Y","total",24310
"NonDurable_Medical_Products","Historical",1995,"Y","total",25100
"NonDurable_Medical_Products","Historical",1996,"Y","total",26004
"NonDurable_Medical_Products","Historical",1997,"Y","total",27581
"NonDurable_Medical_Products","Historical",1998,"Y","total",28574
"NonDurable_Medical_Products","Historical",1999,"Y","total",30624
"NonDurable_Medical_Products","Historical",2000,"Y","total",31568
"NonDurable_Medical_Products","Historical",2001,"Y","total",32250
"NonDurable_Medical_Products","Historical",2002,"Y","total",33292
"NonDurable_Medical_Products","Historical",2003,"Y","total",36199
"NonDurable_Medical_Products","Historical",2004,"Y","total",38088
"NonDurable_Medical_Products","Historical",2005,"Y","total",40805
"NonDurable_Medical_Products","Historical",2006,"Y","total",43733
"NonDurable_Medical_Products","Historical",2007,"Y","total",47752
"NonDurable_Medical_Products","Historical",2008,"Y","total",49472
"NonDurable_Medical_Products","Historical",2009,"Y","total",50328
"NonDurable_Medical_Products","Historical",2010,"Y","total",51246
"NonDurable_Medical_Products","Historical",2011,"Y","total",52825
"NonDurable_Medical_Products","Historical",2012,"Y","total",53733
"NonDurable_Medical_Products","Historical",2013,"Y","total",55672
"NonDurable_Medical_Products","Historical",2014,"Y","total",56995
"NonDurable_Medical_Products","Historical",2015,"Y","total",59590
"NonDurable_Medical_Products","Historical",2016,"Y","total",62201
"NonDurable_Medical_Products","Projected",2017,"Y","total",65086
"NonDurable_Medical_Products","Projected",2018,"Y","total",67957
"NonDurable_Medical_Products","Projected",2019,"Y","total",71321
"NonDurable_Medical_Products","Projected",2020,"Y","total",74928
"NonDurable_Medical_Products","Projected",2021,"Y","total",78800
"NonDurable_Medical_Products","Projected",2022,"Y","total",83073
"NonDurable_Medical_Products","Projected",2023,"Y","total",87628
"NonDurable_Medical_Products","Projected",2024,"Y","total",92367
"NonDurable_Medical_Products","Projected",2025,"Y","total",97123
"NonDurable_Medical_Products","Projected",2026,"Y","total",101653
"Prescription_Drug","Historical",1960,"Y","total",2676
"Prescription_Drug","Historical",1961,"Y","total",2718
"Prescription_Drug","Historical",1962,"Y","total",3029
"Prescription_Drug","Historical",1963,"Y","total",3159
"Prescription_Drug","Historical",1964,"Y","total",3347
"Prescription_Drug","Historical",1965,"Y","total",3715
"Prescription_Drug","Historical",1966,"Y","total",3985
"Prescription_Drug","Historical",1967,"Y","total",4227
"Prescription_Drug","Historical",1968,"Y","total",4742
"Prescription_Drug","Historical",1969,"Y","total",5149
"Prescription_Drug","Historical",1970,"Y","total",5497
"Prescription_Drug","Historical",1971,"Y","total",5877
"Prescription_Drug","Historical",1972,"Y","total",6324
"Prescription_Drug","Historical",1973,"Y","total",6817
"Prescription_Drug","Historical",1974,"Y","total",7422
"Prescription_Drug","Historical",1975,"Y","total",8052
"Prescription_Drug","Historical",1976,"Y","total",8722
"Prescription_Drug","Historical",1977,"Y","total",9196
"Prescription_Drug","Historical",1978,"Y","total",9891
"Prescription_Drug","Historical",1979,"Y","total",10744
"Prescription_Drug","Historical",1980,"Y","total",12049
"Prescription_Drug","Historical",1981,"Y","total",13398
"Prescription_Drug","Historical",1982,"Y","total",15029
"Prescription_Drug","Historical",1983,"Y","total",17323
"Prescription_Drug","Historical",1984,"Y","total",19617
"Prescription_Drug","Historical",1985,"Y","total",21795
"Prescription_Drug","Historical",1986,"Y","total",24290
"Prescription_Drug","Historical",1987,"Y","total",26888
"Prescription_Drug","Historical",1988,"Y","total",30646
"Prescription_Drug","Historical",1989,"Y","total",34757
"Prescription_Drug","Historical",1990,"Y","total",40290
"Prescription_Drug","Historical",1991,"Y","total",44381
"Prescription_Drug","Historical",1992,"Y","total",46972
"Prescription_Drug","Historical",1993,"Y","total",49551
"Prescription_Drug","Historical",1994,"Y","total",53019
"Prescription_Drug","Historical",1995,"Y","total",59766
"Prescription_Drug","Historical",1996,"Y","total",68084
"Prescription_Drug","Historical",1997,"Y","total",77636
"Prescription_Drug","Historical",1998,"Y","total",88496
"Prescription_Drug","Historical",1999,"Y","total",104564
"Prescription_Drug","Historical",2000,"Y","total",121028
"Prescription_Drug","Historical",2001,"Y","total",139000
"Prescription_Drug","Historical",2002,"Y","total",157915
"Prescription_Drug","Historical",2003,"Y","total",176659
"Prescription_Drug","Historical",2004,"Y","total",192827
"Prescription_Drug","Historical",2005,"Y","total",205156
"Prescription_Drug","Historical",2006,"Y","total",224109
"Prescription_Drug","Historical",2007,"Y","total",235678
"Prescription_Drug","Historical",2008,"Y","total",241490
"Prescription_Drug","Historical",2009,"Y","total",252748
"Prescription_Drug","Historical",2010,"Y","total",253080
"Prescription_Drug","Historical",2011,"Y","total",258771
"Prescription_Drug","Historical",2012,"Y","total",259193
"Prescription_Drug","Historical",2013,"Y","total",265202
"Prescription_Drug","Historical",2014,"Y","total",297986
"Prescription_Drug","Historical",2015,"Y","total",324522
"Prescription_Drug","Historical",2016,"Y","total",328588
"Prescription_Drug","Projected",2017,"Y","total",338073
"Prescription_Drug","Projected",2018,"Y","total",360233
"Prescription_Drug","Projected",2019,"Y","total",380454
"Prescription_Drug","Projected",2020,"Y","total",404351
"Prescription_Drug","Projected",2021,"Y","total",432186
"Prescription_Drug","Projected",2022,"Y","total",462543
"Prescription_Drug","Projected",2023,"Y","total",495146
"Prescription_Drug","Projected",2024,"Y","total",530091
"Prescription_Drug","Projected",2025,"Y","total",565231
"Prescription_Drug","Projected",2026,"Y","total",604839
"Durable_Medical_Equipment","Historical",1960,"Y","total",740
"Durable_Medical_Equipment","Historical",1961,"Y","total",765
"Durable_Medical_Equipment","Historical",1962,"Y","total",910
"Durable_Medical_Equipment","Historical",1963,"Y","total",901
"Durable_Medical_Equipment","Historical",1964,"Y","total",1004
"Durable_Medical_Equipment","Historical",1965,"Y","total",1105
"Durable_Medical_Equipment","Historical",1966,"Y","total",1242
"Durable_Medical_Equipment","Historical",1967,"Y","total",1128
"Durable_Medical_Equipment","Historical",1968,"Y","total",1317
"Durable_Medical_Equipment","Historical",1969,"Y","total",1512
"Durable_Medical_Equipment","Historical",1970,"Y","total",1747
"Durable_Medical_Equipment","Historical",1971,"Y","total",1799
"Durable_Medical_Equipment","Historical",1972,"Y","total",2032
"Durable_Medical_Equipment","Historical",1973,"Y","total",2247
"Durable_Medical_Equipment","Historical",1974,"Y","total",2506
"Durable_Medical_Equipment","Historical",1975,"Y","total",2801
"Durable_Medical_Equipment","Historical",1976,"Y","total",2987
"Durable_Medical_Equipment","Historical",1977,"Y","total",3205
"Durable_Medical_Equipment","Historical",1978,"Y","total",3447
"Durable_Medical_Equipment","Historical",1979,"Y","total",3781
"Durable_Medical_Equipment","Historical",1980,"Y","total",4054
"Durable_Medical_Equipment","Historical",1981,"Y","total",4330
"Durable_Medical_Equipment","Historical",1982,"Y","total",4570
"Durable_Medical_Equipment","Historical",1983,"Y","total",5250
"Durable_Medical_Equipment","Historical",1984,"Y","total",6142
"Durable_Medical_Equipment","Historical",1985,"Y","total",7056
"Durable_Medical_Equipment","Historical",1986,"Y","total",8067
"Durable_Medical_Equipment","Historical",1987,"Y","total",9466
"Durable_Medical_Equipment","Historical",1988,"Y","total",11078
"Durable_Medical_Equipment","Historical",1989,"Y","total",11887
"Durable_Medical_Equipment","Historical",1990,"Y","total",13767
"Durable_Medical_Equipment","Historical",1991,"Y","total",13081
"Durable_Medical_Equipment","Historical",1992,"Y","total",13498
"Durable_Medical_Equipment","Historical",1993,"Y","total",14140
"Durable_Medical_Equipment","Historical",1994,"Y","total",15318
"Durable_Medical_Equipment","Historical",1995,"Y","total",15860
"Durable_Medical_Equipment","Historical",1996,"Y","total",17432
"Durable_Medical_Equipment","Historical",1997,"Y","total",19218
"Durable_Medical_Equipment","Historical",1998,"Y","total",21358
"Durable_Medical_Equipment","Historical",1999,"Y","total",23022
"Durable_Medical_Equipment","Historical",2000,"Y","total",25165
"Durable_Medical_Equipment","Historical",2001,"Y","total",25135
"Durable_Medical_Equipment","Historical",2002,"Y","total",27131
"Durable_Medical_Equipment","Historical",2003,"Y","total",28512
"Durable_Medical_Equipment","Historical",2004,"Y","total",30370
"Durable_Medical_Equipment","Historical",2005,"Y","total",32364
"Durable_Medical_Equipment","Historical",2006,"Y","total",34409
"Durable_Medical_Equipment","Historical",2007,"Y","total",37073
"Durable_Medical_Equipment","Historical",2008,"Y","total",37678
"Durable_Medical_Equipment","Historical",2009,"Y","total",37813
"Durable_Medical_Equipment","Historical",2010,"Y","total",39925
"Durable_Medical_Equipment","Historical",2011,"Y","total",42259
"Durable_Medical_Equipment","Historical",2012,"Y","total",43679
"Durable_Medical_Equipment","Historical",2013,"Y","total",45062
"Durable_Medical_Equipment","Historical",2014,"Y","total",46678
"Durable_Medical_Equipment","Historical",2015,"Y","total",48573
"Durable_Medical_Equipment","Historical",2016,"Y","total",50952
"Durable_Medical_Equipment","Projected",2017,"Y","total",52947
"Durable_Medical_Equipment","Projected",2018,"Y","total",55688
"Durable_Medical_Equipment","Projected",2019,"Y","total",58826
"Durable_Medical_Equipment","Projected",2020,"Y","total",62365
"Durable_Medical_Equipment","Projected",2021,"Y","total",66374
"Durable_Medical_Equipment","Projected",2022,"Y","total",70685
"Durable_Medical_Equipment","Projected",2023,"Y","total",75123
"Durable_Medical_Equipment","Projected",2024,"Y","total",79657
"Durable_Medical_Equipment","Projected",2025,"Y","total",84149
"Durable_Medical_Equipment","Projected",2026,"Y","total",89105
"Nursing_Home_Care","Historical",1960,"Y","total",811
"Nursing_Home_Care","Historical",1961,"Y","total",841
"Nursing_Home_Care","Historical",1962,"Y","total",876
"Nursing_Home_Care","Historical",1963,"Y","total",1009
"Nursing_Home_Care","Historical",1964,"Y","total",1168
"Nursing_Home_Care","Historical",1965,"Y","total",1408
"Nursing_Home_Care","Historical",1966,"Y","total",1732
"Nursing_Home_Care","Historical",1967,"Y","total",2234
"Nursing_Home_Care","Historical",1968,"Y","total",2851
"Nursing_Home_Care","Historical",1969,"Y","total",3411
"Nursing_Home_Care","Historical",1970,"Y","total",4034
"Nursing_Home_Care","Historical",1971,"Y","total",4551
"Nursing_Home_Care","Historical",1972,"Y","total",5227
"Nursing_Home_Care","Historical",1973,"Y","total",5974
"Nursing_Home_Care","Historical",1974,"Y","total",6928
"Nursing_Home_Care","Historical",1975,"Y","total",8022
"Nursing_Home_Care","Historical",1976,"Y","total",9057
"Nursing_Home_Care","Historical",1977,"Y","total",10259
"Nursing_Home_Care","Historical",1978,"Y","total",11845
"Nursing_Home_Care","Historical",1979,"Y","total",13344
"Nursing_Home_Care","Historical",1980,"Y","total",15270
"Nursing_Home_Care","Historical",1981,"Y","total",17336
"Nursing_Home_Care","Historical",1982,"Y","total",19478
"Nursing_Home_Care","Historical",1983,"Y","total",21676
"Nursing_Home_Care","Historical",1984,"Y","total",23713
"Nursing_Home_Care","Historical",1985,"Y","total",26199
"Nursing_Home_Care","Historical",1986,"Y","total",28642
"Nursing_Home_Care","Historical",1987,"Y","total",30646
"Nursing_Home_Care","Historical",1988,"Y","total",34225
"Nursing_Home_Care","Historical",1989,"Y","total",38553
"Nursing_Home_Care","Historical",1990,"Y","total",44745
